time,x-acceleration,y-acceleration,z-acceleration
16.220,0.145,0.007,-1.046
16.240,0.136,0.007,-1.039
16.260,0.138,0.015,-0.998
16.280,0.143,-0.012,-1.019
16.300,0.140,-0.016,-1.016
16.320,0.137,-0.007,-1.013
16.340,0.148,-0.021,-1.035
16.360,0.137,0.002,-1.028
16.380,0.123,-0.003,-1.020
16.400,0.114,-0.010,-1.006
16.420,0.119,-0.034,-0.986
16.440,0.119,-0.021,-1.002
16.460,0.133,-0.026,-0.997
16.480,0.169,0.034,-0.996
16.500,0.146,-0.005,-1.059
16.520,0.112,-0.066,-1.038
16.540,0.113,-0.062,-1.063
16.560,0.134,-0.011,-1.061
16.580,0.144,0.010,-1.023
16.600,0.138,-0.006,-1.033
16.620,0.110,-0.042,-1.005
16.640,0.135,-0.041,-0.979
16.660,0.144,-0.041,-0.987
16.680,0.143,-0.044,-0.977
16.700,0.152,-0.018,-1.005
16.720,0.139,-0.017,-1.046
16.740,0.116,-0.011,-1.060
16.760,0.091,-0.017,-1.025
16.780,0.143,-0.050,-1.005
16.800,0.163,-0.073,-0.956
16.820,0.124,-0.000,-0.980
16.840,0.091,-0.105,-1.060
16.860,0.120,-0.090,-0.953
16.880,0.142,-0.060,-1.016
16.900,0.152,-0.061,-1.025
16.920,0.139,-0.069,-0.949
16.940,0.130,-0.079,-0.956
16.960,0.087,-0.084,-0.990
16.980,0.072,-0.078,-0.968
17.000,0.098,-0.089,-0.976
17.020,0.099,-0.102,-0.970
17.040,0.093,-0.066,-1.012
17.060,0.085,-0.063,-1.054
17.080,0.087,-0.091,-0.992
17.100,0.109,-0.094,-0.966
17.120,0.094,-0.118,-1.000
17.140,0.049,-0.130,-1.029
17.160,0.061,-0.158,-1.010
17.180,0.094,-0.166,-0.981
17.200,0.108,-0.151,-1.000
17.220,0.088,-0.154,-1.013
17.240,0.060,-0.169,-1.000
17.260,0.060,-0.197,-1.001
17.280,0.060,-0.176,-0.985
17.300,0.070,-0.183,-0.959
17.320,0.071,-0.189,-0.958
17.340,0.074,-0.206,-0.969
17.360,0.076,-0.258,-0.971
17.380,0.082,-0.285,-0.964
17.400,0.092,-0.283,-0.951
17.420,0.102,-0.294,-0.958
17.440,0.119,-0.271,-0.968
17.460,0.123,-0.239,-0.947
17.480,0.109,-0.241,-0.912
17.500,0.118,-0.266,-0.927
17.520,0.092,-0.301,-0.921
17.540,0.079,-0.301,-0.953
17.560,0.070,-0.234,-0.953
17.580,0.092,-0.256,-0.951
17.600,0.092,-0.288,-0.944
17.620,0.053,-0.288,-0.932
17.640,0.052,-0.281,-0.985
17.660,0.109,-0.247,-1.008
17.680,0.153,-0.225,-0.962
17.700,0.118,-0.260,-0.941
17.720,0.092,-0.309,-0.942
17.740,0.096,-0.307,-0.938
17.760,0.095,-0.272,-0.934
17.780,0.116,-0.236,-0.950
17.800,0.121,-0.242,-0.906
17.820,0.110,-0.274,-0.906
17.840,0.082,-0.312,-0.913
17.860,0.102,-0.356,-0.883
17.880,0.152,-0.309,-0.895
17.900,0.170,-0.241,-0.921
17.920,0.162,-0.290,-0.939
17.940,0.162,-0.359,-0.914
17.960,0.162,-0.329,-0.865
17.980,0.161,-0.299,-0.878
18.000,0.165,-0.346,-0.891
18.020,0.180,-0.352,-0.879
18.040,0.184,-0.354,-0.885
18.060,0.192,-0.365,-0.872
18.080,0.160,-0.374,-0.834
18.100,0.158,-0.367,-0.793
18.120,0.186,-0.363,-0.802
18.140,0.158,-0.356,-0.820
18.160,0.142,-0.343,-0.832
18.180,0.162,-0.362,-0.833
18.200,0.155,-0.388,-0.823
18.220,0.135,-0.377,-0.842
18.240,0.134,-0.359,-0.856
18.260,0.196,-0.381,-0.875
18.280,0.196,-0.394,-0.933
18.300,0.195,-0.412,-0.959
18.320,0.199,-0.410,-0.830
18.340,0.223,-0.401,-0.675
18.360,0.281,-0.386,-0.729
18.380,0.279,-0.467,-0.830
18.400,0.246,-0.552,-0.797
18.420,0.260,-0.536,-0.755
18.440,0.248,-0.499,-0.645
18.460,0.238,-0.467,-0.629
18.480,0.339,-0.499,-0.736
18.500,0.371,-0.610,-0.712
18.520,0.333,-0.723,-0.523
18.540,0.431,-0.446,-0.649
18.560,0.446,-0.329,-0.664
18.580,0.475,-0.573,-0.784
18.600,0.482,-0.671,-0.847
18.620,0.471,-0.677,-0.603
18.640,0.190,-0.331,-0.381
18.660,0.361,-0.170,-0.283
18.680,0.890,-0.670,-0.377
18.700,0.811,-1.016,-0.651
18.720,0.701,-0.854,-0.660
18.740,0.702,-0.660,-0.553
18.760,0.594,-0.637,-0.526
18.780,0.705,-0.702,-0.418
18.800,0.731,-0.598,-0.393
18.820,0.738,-0.601,-0.360
18.840,0.639,-0.711,-0.380
18.860,0.840,-0.661,-0.454
18.880,0.699,-0.685,-0.226
18.900,0.709,-0.533,-0.226
18.920,0.721,-0.620,-0.346
18.940,0.732,-0.713,-0.287
18.960,0.718,-0.667,-0.270
18.980,0.706,-0.633,-0.283
19.000,0.727,-0.603,-0.192
19.020,0.736,-0.566,-0.124
19.040,0.739,-0.542,-0.028
19.060,0.747,-0.562,-0.036
19.080,0.725,-0.634,-0.044
19.100,0.716,-0.677,0.049
19.120,0.719,-0.666,0.132
19.140,0.741,-0.564,0.101
19.160,0.752,-0.597,0.126
19.180,0.731,-0.655,0.121
19.200,0.735,-0.586,0.196
19.220,0.738,-0.586,0.285
19.240,0.730,-0.610,0.235
19.260,0.712,-0.575,0.157
19.280,0.710,-0.636,0.238
19.300,0.725,-0.594,0.371
19.320,0.724,-0.561,0.374
19.340,0.719,-0.608,0.346
19.360,0.723,-0.611,0.317
19.380,0.706,-0.576,0.411
19.400,0.684,-0.548,0.400
19.420,0.682,-0.424,0.407
19.440,0.680,-0.421,0.613
19.460,0.662,-0.536,0.633
19.480,0.660,-0.505,0.570
19.500,0.646,-0.434,0.659
19.520,0.608,-0.454,0.656
19.540,0.596,-0.441,0.727
19.560,0.621,-0.347,0.788
19.580,0.612,-0.359,0.797
19.600,0.596,-0.409,0.769
19.620,0.611,-0.372,0.848
19.640,0.614,-0.341,0.838
19.660,0.609,-0.333,0.819
19.680,0.617,-0.286,0.848
19.700,0.625,-0.255,0.865
19.720,0.598,-0.347,0.823
19.740,0.572,-0.397,0.770
19.760,0.568,-0.322,0.807
19.780,0.558,-0.265,0.828
19.800,0.531,-0.297,0.847
19.820,0.524,-0.328,0.843
19.840,0.526,-0.280,0.845
19.860,0.504,-0.276,0.902
19.880,0.472,-0.301,0.870
19.900,0.469,-0.262,0.872
19.920,0.476,-0.236,0.935
19.940,0.473,-0.285,0.908
19.960,0.477,-0.318,0.847
19.980,0.476,-0.310,0.796
20.000,0.466,-0.309,0.845
20.020,0.483,-0.270,0.899
20.040,0.493,-0.273,0.900
20.060,0.499,-0.282,0.861
20.080,0.498,-0.327,0.805
20.100,0.506,-0.318,0.800
20.120,0.521,-0.292,0.816
20.140,0.514,-0.289,0.873
20.160,0.511,-0.283,0.819
20.180,0.516,-0.287,0.815
20.200,0.524,-0.299,0.792
20.220,0.536,-0.272,0.812
20.240,0.527,-0.285,0.811
20.260,0.523,-0.267,0.859
20.280,0.516,-0.279,0.859
20.300,0.515,-0.304,0.824
20.320,0.515,-0.287,0.831
20.340,0.518,-0.266,0.831
20.360,0.518,-0.273,0.847
20.380,0.511,-0.290,0.852
20.400,0.503,-0.278,0.854
20.420,0.502,-0.279,0.848
20.440,0.515,-0.282,0.830
20.460,0.508,-0.308,0.807
20.480,0.497,-0.294,0.829
20.500,0.496,-0.255,0.883
20.520,0.496,-0.260,0.893
20.540,0.500,-0.291,0.857
20.560,0.503,-0.307,0.850
20.580,0.499,-0.312,0.838
20.600,0.497,-0.295,0.867
20.620,0.505,-0.250,0.874
20.640,0.499,-0.267,0.832
20.660,0.501,-0.296,0.795
20.680,0.519,-0.282,0.846
20.700,0.517,-0.292,0.843
20.720,0.494,-0.285,0.854
20.740,0.490,-0.277,0.827
20.760,0.507,-0.256,0.843
20.780,0.497,-0.280,0.849
20.800,0.498,-0.303,0.804
20.820,0.505,-0.306,0.823
20.840,0.495,-0.302,0.862
20.860,0.488,-0.294,0.852
20.880,0.494,-0.296,0.828
20.900,0.493,-0.305,0.846
20.920,0.488,-0.304,0.876
20.940,0.492,-0.298,0.879
20.960,0.490,-0.273,0.867
20.980,0.490,-0.289,0.831
21.000,0.501,-0.320,0.823
21.020,0.493,-0.313,0.887
21.040,0.478,-0.273,0.905
21.060,0.486,-0.300,0.834
21.080,0.513,-0.323,0.809
21.100,0.513,-0.331,0.824
21.120,0.481,-0.290,0.905
21.140,0.480,-0.259,0.868
21.160,0.497,-0.307,0.812
21.180,0.511,-0.355,0.810
21.200,0.505,-0.329,0.836
21.220,0.487,-0.297,0.852
21.240,0.484,-0.302,0.809
21.260,0.491,-0.326,0.820
21.280,0.500,-0.336,0.855
21.300,0.494,-0.320,0.930
21.320,0.496,-0.293,0.897
21.340,0.506,-0.306,0.844
21.360,0.527,-0.328,0.830
21.380,0.532,-0.323,0.889
21.400,0.513,-0.326,0.926
21.420,0.504,-0.284,0.896
21.440,0.504,-0.276,0.896
21.460,0.508,-0.300,0.899
21.480,0.515,-0.298,0.914
21.500,0.523,-0.297,0.905
21.520,0.516,-0.290,0.918
21.540,0.506,-0.299,0.850
21.560,0.509,-0.300,0.745
21.580,0.518,-0.260,0.733
21.600,0.523,-0.285,0.716
21.620,0.526,-0.323,0.719
21.640,0.530,-0.292,0.750
21.660,0.533,-0.291,0.771
21.680,0.534,-0.313,0.772
21.700,0.547,-0.311,0.770
21.720,0.554,-0.298,0.769
21.740,0.555,-0.313,0.754
21.760,0.555,-0.324,0.769
21.780,0.566,-0.314,0.810
21.800,0.565,-0.306,0.803
21.820,0.557,-0.297,0.813
21.840,0.549,-0.306,0.824
21.860,0.545,-0.310,0.818
21.880,0.541,-0.281,0.827
21.900,0.537,-0.300,0.834
21.920,0.532,-0.317,0.843
21.940,0.525,-0.294,0.839
21.960,0.520,-0.281,0.831
21.980,0.515,-0.293,0.851
22.000,0.514,-0.295,0.864
22.020,0.502,-0.288,0.829
22.040,0.498,-0.327,0.817
22.060,0.497,-0.289,0.797
22.080,0.495,-0.310,0.767
22.100,0.510,-0.300,0.782
22.120,0.530,-0.228,0.853
22.140,0.543,-0.190,0.831
22.160,0.540,-0.227,0.840
22.180,0.530,-0.250,0.847
22.200,0.548,-0.201,0.873
22.220,0.555,-0.192,0.881
22.240,0.557,-0.193,0.880
22.260,0.564,-0.139,0.873
22.280,0.571,-0.140,0.857
22.300,0.556,-0.215,0.842
22.320,0.555,-0.212,0.852
22.340,0.553,-0.183,0.843
22.360,0.545,-0.166,0.818
22.380,0.525,-0.161,0.842
22.400,0.517,-0.193,0.849
22.420,0.529,-0.174,0.861
22.440,0.522,-0.185,0.848
22.460,0.513,-0.175,0.830
22.480,0.510,-0.135,0.842
22.500,0.523,-0.089,0.835
22.520,0.530,-0.105,0.819
22.540,0.548,-0.131,0.804
22.560,0.559,-0.092,0.785
22.580,0.555,-0.086,0.760
22.600,0.567,-0.041,0.766
22.620,0.592,-0.022,0.807
22.640,0.608,0.006,0.854
22.660,0.615,0.006,0.833
22.680,0.611,0.002,0.859
22.700,0.613,0.000,0.921
22.720,0.605,0.009,0.934
22.740,0.596,0.016,0.876
22.760,0.568,0.012,0.882
22.780,0.545,-0.012,0.905
22.800,0.536,0.010,0.901
22.820,0.523,0.012,0.896
22.840,0.504,-0.040,0.903
22.860,0.510,-0.004,0.911
22.880,0.509,0.014,0.942
22.900,0.488,-0.033,0.947
22.920,0.480,-0.044,0.922
22.940,0.490,0.005,0.923
22.960,0.494,-0.016,0.921
22.980,0.500,-0.070,0.872
23.000,0.516,-0.036,0.859
23.020,0.521,-0.009,0.897
23.040,0.519,-0.036,0.905
23.060,0.525,-0.038,0.880
23.080,0.534,-0.001,0.886
23.100,0.553,0.006,0.908
23.120,0.558,0.012,0.918
23.140,0.540,-0.007,0.925
23.160,0.515,-0.032,0.928
23.180,0.506,-0.020,0.922
23.200,0.499,-0.035,0.910
23.220,0.493,-0.046,0.889
23.240,0.479,-0.065,0.889
23.260,0.464,-0.073,0.890
23.280,0.446,-0.077,0.899
23.300,0.438,-0.058,0.917
23.320,0.435,-0.051,0.917
23.340,0.432,-0.057,0.905
23.360,0.453,-0.017,0.916
23.380,0.461,-0.026,0.945
23.400,0.465,-0.043,0.919
23.420,0.472,-0.024,0.899
23.440,0.483,-0.001,0.903
23.460,0.484,-0.010,0.919
23.480,0.483,-0.041,0.913
23.500,0.482,-0.029,0.921
23.520,0.480,-0.047,0.914
23.540,0.480,-0.042,0.890
23.560,0.478,-0.029,0.907
23.580,0.473,-0.039,0.918
23.600,0.472,-0.041,0.911
23.620,0.472,-0.036,0.928
23.640,0.474,-0.038,0.923
23.660,0.476,-0.033,0.895
23.680,0.461,-0.024,0.919
23.700,0.448,-0.033,0.934
23.720,0.459,-0.031,0.915
23.740,0.474,-0.033,0.914
23.760,0.465,-0.051,0.903
23.780,0.465,-0.034,0.917
23.800,0.461,-0.033,0.945
23.820,0.464,-0.039,0.932
23.840,0.473,-0.036,0.912
23.860,0.482,-0.059,0.909
23.880,0.479,-0.059,0.934
23.900,0.473,-0.049,0.939
23.920,0.466,-0.048,0.906
23.940,0.473,-0.046,0.894
23.960,0.480,-0.050,0.888
23.980,0.478,-0.058,0.880
24.000,0.471,-0.055,0.901
24.020,0.467,-0.037,0.928
24.040,0.467,-0.041,0.924
24.060,0.472,-0.035,0.930
24.080,0.465,-0.039,0.934
24.100,0.465,-0.055,0.911
24.120,0.474,-0.041,0.901
24.140,0.482,-0.042,0.898
24.160,0.471,-0.049,0.911
24.180,0.462,-0.044,0.916
24.200,0.462,-0.044,0.907
24.220,0.466,-0.036,0.934
24.240,0.464,-0.044,0.936
24.260,0.471,-0.046,0.939
24.280,0.469,-0.047,0.934
24.300,0.477,-0.049,0.893
24.320,0.484,-0.051,0.889
24.340,0.480,-0.055,0.897
24.360,0.481,-0.050,0.885
24.380,0.486,-0.052,0.892
24.400,0.484,-0.058,0.910
24.420,0.472,-0.062,0.927
24.440,0.472,-0.032,0.929
24.460,0.479,-0.048,0.904
24.480,0.478,-0.064,0.911
24.500,0.473,-0.055,0.923
24.520,0.464,-0.037,0.931
24.540,0.463,-0.050,0.915
24.560,0.468,-0.065,0.918
24.580,0.478,-0.063,0.909
24.600,0.476,-0.059,0.914
24.620,0.476,-0.063,0.904
24.640,0.480,-0.065,0.902
24.660,0.477,-0.068,0.905
24.680,0.472,-0.048,0.922
24.700,0.471,-0.049,0.919
24.720,0.474,-0.068,0.912
24.740,0.472,-0.075,0.930
24.760,0.471,-0.059,0.908
24.780,0.477,-0.056,0.906
24.800,0.477,-0.065,0.917
24.820,0.488,-0.089,0.903
24.840,0.514,-0.107,0.867
24.860,0.512,-0.088,0.927
24.880,0.434,-0.014,1.133
24.900,0.427,0.020,0.999
24.920,0.490,0.006,0.851
24.940,0.507,-0.075,0.897
24.960,0.523,-0.165,0.893
24.980,0.512,-0.122,0.930
25.000,0.481,-0.052,0.944
25.020,0.490,-0.037,0.894
25.040,0.496,-0.082,0.852
25.060,0.503,-0.153,0.852
25.080,0.521,-0.119,0.891
25.100,0.521,-0.137,0.878
25.120,0.524,-0.125,0.828
25.140,0.516,-0.133,0.796
25.160,0.523,-0.143,0.788
25.180,0.541,-0.138,0.819
25.200,0.540,-0.129,0.857
25.220,0.531,-0.133,0.854
25.240,0.530,-0.113,0.865
25.260,0.530,-0.103,0.890
25.280,0.530,-0.117,0.891
25.300,0.521,-0.123,0.884
25.320,0.522,-0.129,0.868
25.340,0.526,-0.104,0.890
25.360,0.522,-0.104,0.905
25.380,0.523,-0.119,0.896
25.400,0.532,-0.130,0.876
25.420,0.542,-0.112,0.874
25.440,0.537,-0.127,0.865
25.460,0.543,-0.109,0.868
25.480,0.548,-0.104,0.882
25.500,0.541,-0.120,0.873
25.520,0.534,-0.117,0.851
25.540,0.534,-0.085,0.876
25.560,0.530,-0.090,0.895
25.580,0.526,-0.097,0.905
25.600,0.525,-0.089,0.903
25.620,0.524,-0.094,0.904
25.640,0.521,-0.114,0.890
25.660,0.525,-0.106,0.894
25.680,0.530,-0.097,0.888
25.700,0.540,-0.105,0.871
25.720,0.548,-0.116,0.865
25.740,0.555,-0.130,0.867
25.760,0.564,-0.118,0.874
25.780,0.574,-0.111,0.864
25.800,0.578,-0.112,0.889
25.820,0.576,-0.139,0.887
25.840,0.572,-0.143,0.866
25.860,0.575,-0.119,0.889
25.880,0.584,-0.112,0.896
25.900,0.590,-0.139,0.873
25.920,0.591,-0.157,0.865
25.940,0.588,-0.178,0.834
25.960,0.589,-0.176,0.807
25.980,0.598,-0.159,0.799
26.000,0.606,-0.161,0.809
26.020,0.617,-0.161,0.841
26.040,0.618,-0.172,0.826
26.060,0.604,-0.224,0.796
26.080,0.605,-0.238,0.770
26.100,0.623,-0.242,0.727
26.120,0.656,-0.226,0.711
26.140,0.673,-0.237,0.746
26.160,0.673,-0.299,0.677
26.180,0.691,-0.366,0.523
26.200,0.736,-0.335,0.563
26.220,0.763,-0.361,0.506
26.240,0.801,-0.310,0.464
26.260,0.826,-0.311,0.478
26.280,0.821,-0.417,0.381
26.300,0.818,-0.413,0.352
26.320,0.832,-0.393,0.337
26.340,0.845,-0.391,0.351
26.360,0.846,-0.359,0.402
26.380,0.837,-0.376,0.348
26.400,0.844,-0.377,0.209
26.420,0.840,-0.393,0.209
26.440,0.838,-0.406,0.323
26.460,0.834,-0.372,0.344
26.480,0.808,-0.423,0.243
26.500,0.806,-0.477,0.104
26.520,0.827,-0.396,0.119
26.540,0.850,-0.373,0.123
26.560,0.849,-0.406,0.097
26.580,0.827,-0.473,0.003
26.600,0.813,-0.512,-0.050
26.620,0.816,-0.433,-0.057
26.640,0.812,-0.394,-0.105
26.660,0.799,-0.381,-0.133
26.680,0.774,-0.412,-0.214
26.700,0.772,-0.503,-0.237
26.720,0.777,-0.514,-0.249
26.740,0.746,-0.452,-0.231
26.760,0.733,-0.416,-0.216
26.780,0.717,-0.398,-0.327
26.800,0.675,-0.440,-0.390
26.820,0.638,-0.451,-0.332
26.840,0.654,-0.405,-0.281
26.860,0.696,-0.367,-0.326
26.880,0.702,-0.396,-0.419
26.900,0.647,-0.467,-0.435
26.920,0.648,-0.409,-0.453
26.940,0.650,-0.383,-0.465
26.960,0.661,-0.370,-0.453
26.980,0.664,-0.339,-0.543
27.000,0.631,-0.347,-0.579
27.020,0.590,-0.370,-0.578
27.040,0.594,-0.410,-0.623
27.060,0.658,-0.447,-0.647
27.080,0.650,-0.380,-0.677
27.100,0.592,-0.343,-0.639
27.120,0.610,-0.364,-0.725
27.140,0.621,-0.380,-0.793
27.160,0.537,-0.421,-0.807
27.180,0.479,-0.426,-0.786
27.200,0.451,-0.353,-0.798
27.220,0.433,-0.268,-0.886
27.240,0.474,-0.275,-0.896
27.260,0.491,-0.327,-0.867
27.280,0.453,-0.329,-0.842
27.300,0.413,-0.294,-0.835
27.320,0.429,-0.242,-0.907
27.340,0.452,-0.214,-0.956
27.360,0.420,-0.246,-0.967
27.380,0.355,-0.241,-0.983
27.400,0.369,-0.197,-1.017
27.420,0.400,-0.183,-1.029
27.440,0.394,-0.193,-0.977
27.460,0.351,-0.230,-0.976
27.480,0.328,-0.263,-1.007
27.500,0.358,-0.233,-1.067
27.520,0.377,-0.188,-1.055
27.540,0.356,-0.177,-1.027
27.560,0.329,-0.182,-1.059
27.580,0.330,-0.208,-1.028
27.600,0.345,-0.209,-1.043
27.620,0.332,-0.219,-1.077
27.640,0.360,-0.155,-0.996
27.660,0.328,-0.153,-1.048
27.680,0.286,-0.171,-1.089
27.700,0.317,-0.169,-1.027
27.720,0.311,-0.172,-0.992
27.740,0.302,-0.145,-0.969
27.760,0.298,-0.117,-0.973
27.780,0.283,-0.155,-1.031
27.800,0.253,-0.145,-0.990
27.820,0.235,-0.171,-0.899
27.840,0.256,-0.159,-0.933
27.860,0.303,-0.117,-0.983
27.880,0.253,-0.137,-0.949
27.900,0.277,-0.215,-0.851
27.920,0.360,-0.139,-0.865
27.940,0.248,-0.062,-0.924
27.960,0.222,-0.201,-0.969
27.980,0.223,-0.189,-0.976
28.000,0.251,-0.133,-0.934
28.020,0.261,-0.139,-0.937
28.040,0.274,-0.168,-0.974
28.060,0.269,-0.170,-0.997
28.080,0.251,-0.183,-0.930
28.100,0.245,-0.155,-0.884
28.120,0.256,-0.099,-0.902
28.140,0.267,-0.135,-0.955
28.160,0.243,-0.086,-0.908
28.180,0.236,-0.092,-0.936
28.200,0.210,-0.100,-0.984
28.220,0.196,-0.145,-1.012
28.240,0.193,-0.089,-1.001
28.260,0.210,-0.010,-0.977
28.280,0.195,-0.075,-0.957
28.300,0.204,-0.167,-1.040
28.320,0.194,-0.155,-0.992
28.340,0.191,-0.092,-0.937
28.360,0.212,-0.055,-0.947
28.380,0.216,-0.005,-0.942
28.400,0.214,-0.026,-0.936
28.420,0.198,-0.084,-0.931
28.440,0.203,-0.026,-0.942
28.460,0.208,0.000,-0.945
28.480,0.211,-0.029,-0.999
28.500,0.222,-0.085,-1.038
28.520,0.235,-0.074,-1.020
28.540,0.234,-0.070,-0.994
28.560,0.246,-0.039,-0.995
28.580,0.266,-0.003,-0.962
28.600,0.286,-0.008,-0.937
28.620,0.296,-0.018,-0.936
28.640,0.287,-0.045,-0.911
28.660,0.280,-0.044,-0.929
28.680,0.275,0.015,-0.966
28.700,0.265,0.052,-0.950
28.720,0.266,0.046,-0.948
28.740,0.244,0.029,-0.944
28.760,0.216,0.010,-0.990
28.780,0.221,-0.045,-1.012
28.800,0.235,-0.094,-0.979
28.820,0.235,-0.073,-0.940
28.840,0.231,-0.026,-0.924
28.860,0.236,-0.040,-0.943
28.880,0.253,-0.044,-0.956
28.900,0.259,-0.062,-0.935
28.920,0.260,-0.059,-0.894
28.940,0.252,-0.031,-0.871
28.960,0.256,-0.026,-0.915
28.980,0.258,-0.079,-0.991
29.000,0.240,-0.079,-0.974
29.020,0.228,-0.065,-0.940
29.040,0.227,-0.049,-0.935
29.060,0.226,-0.020,-0.953
29.080,0.221,-0.046,-0.959
29.100,0.212,-0.067,-1.007
29.120,0.220,-0.019,-1.022
29.140,0.220,0.012,-0.973
29.160,0.232,0.009,-0.948
29.180,0.240,-0.011,-0.948
29.200,0.223,-0.035,-0.974
29.220,0.209,-0.086,-1.018
29.240,0.216,-0.110,-1.012
29.260,0.216,-0.106,-0.963
29.280,0.220,-0.064,-0.980
29.300,0.222,-0.033,-0.975
29.320,0.222,-0.049,-0.965
29.340,0.225,-0.074,-0.995
29.360,0.222,-0.053,-0.978
29.380,0.219,-0.015,-0.938
29.400,0.234,-0.003,-0.943
29.420,0.241,0.004,-0.951
29.440,0.233,-0.025,-0.943
29.460,0.232,-0.055,-0.959
29.480,0.225,-0.062,-0.960
29.500,0.225,-0.063,-0.941
29.520,0.229,-0.043,-0.951
29.540,0.230,-0.037,-0.939
29.560,0.232,-0.052,-0.949
29.580,0.227,-0.072,-0.972
29.600,0.216,-0.077,-0.978
29.620,0.216,-0.057,-0.978
29.640,0.218,-0.045,-0.953
29.660,0.226,-0.060,-0.931
29.680,0.234,-0.052,-0.931
29.700,0.227,-0.031,-0.942
29.720,0.223,-0.040,-0.966
29.740,0.226,-0.063,-0.963
29.760,0.232,-0.055,-0.967
29.780,0.231,-0.035,-0.954
29.800,0.229,-0.045,-0.955
29.820,0.234,-0.058,-0.973
29.840,0.237,-0.050,-0.977
29.860,0.236,-0.053,-0.972
29.880,0.232,-0.064,-0.967
29.900,0.229,-0.044,-0.950
29.920,0.231,-0.052,-0.950
29.940,0.227,-0.074,-0.969
29.960,0.226,-0.077,-0.975
29.980,0.227,-0.065,-0.977
30.000,0.225,-0.057,-0.968
30.020,0.227,-0.041,-0.962
30.040,0.228,-0.033,-0.955
30.060,0.234,-0.056,-0.959
30.080,0.231,-0.070,-0.969
30.100,0.231,-0.070,-0.960
30.120,0.237,-0.060,-0.956
30.140,0.236,-0.045,-0.947
30.160,0.237,-0.050,-0.950
30.180,0.237,-0.058,-0.967
30.200,0.232,-0.073,-0.953
30.220,0.233,-0.077,-0.947
30.240,0.234,-0.053,-0.950
30.260,0.231,-0.045,-0.953
30.280,0.229,-0.058,-0.948
30.300,0.232,-0.075,-0.956
30.320,0.229,-0.087,-0.955
30.340,0.233,-0.077,-0.957
30.360,0.236,-0.062,-0.958
30.380,0.237,-0.058,-0.955
30.400,0.240,-0.060,-0.975
30.420,0.232,-0.071,-0.965
30.440,0.231,-0.078,-0.963
30.460,0.231,-0.072,-0.949
30.480,0.231,-0.063,-0.960
30.500,0.228,-0.072,-0.965
30.520,0.229,-0.090,-0.951
30.540,0.235,-0.090,-0.951
30.560,0.235,-0.064,-0.948
30.580,0.233,-0.052,-0.957
30.600,0.232,-0.055,-0.947
30.620,0.234,-0.070,-0.946
30.640,0.233,-0.073,-0.957
30.660,0.232,-0.080,-0.960
30.680,0.227,-0.077,-0.960
30.700,0.232,-0.069,-0.962
30.720,0.236,-0.063,-0.957
30.740,0.242,-0.075,-0.960
30.760,0.242,-0.072,-0.960
30.780,0.237,-0.053,-0.960
30.800,0.240,-0.033,-0.979
30.820,0.237,-0.059,-0.967
30.840,0.234,-0.080,-0.964
30.860,0.229,-0.078,-0.953
30.880,0.231,-0.069,-0.942
30.900,0.234,-0.071,-0.961
30.920,0.239,-0.059,-0.974
30.940,0.233,-0.065,-0.961
30.960,0.232,-0.084,-0.954
30.980,0.236,-0.078,-0.947
31.000,0.235,-0.067,-0.954
31.020,0.234,-0.064,-0.966
31.040,0.232,-0.073,-0.955
31.060,0.237,-0.077,-0.955
31.080,0.239,-0.059,-0.948
31.100,0.235,-0.056,-0.943
31.120,0.234,-0.077,-0.940
31.140,0.241,-0.081,-0.929
31.160,0.246,-0.062,-0.928
31.180,0.247,-0.056,-0.935
31.200,0.245,-0.063,-0.957
31.220,0.240,-0.074,-0.948
31.240,0.246,-0.077,-0.957
31.260,0.247,-0.073,-0.959
31.280,0.240,-0.073,-0.963
31.300,0.231,-0.068,-0.975
31.320,0.227,-0.066,-0.976
31.340,0.229,-0.065,-0.973
31.360,0.228,-0.083,-0.972
31.380,0.223,-0.096,-0.971
31.400,0.222,-0.099,-0.965
31.420,0.227,-0.084,-0.958
31.440,0.231,-0.070,-0.961
31.460,0.230,-0.078,-0.953
31.480,0.228,-0.088,-0.949
31.500,0.229,-0.082,-0.949
31.520,0.226,-0.079,-0.939
31.540,0.230,-0.069,-0.957
31.560,0.233,-0.066,-0.958
31.580,0.230,-0.061,-0.961
31.600,0.233,-0.060,-0.960
31.620,0.239,-0.066,-0.952
31.640,0.246,-0.077,-0.957
31.660,0.241,-0.082,-0.968
31.680,0.230,-0.072,-0.958
31.700,0.233,-0.065,-0.954
31.720,0.237,-0.074,-0.959
31.740,0.237,-0.079,-0.960
31.760,0.230,-0.066,-0.971
31.780,0.230,-0.063,-0.959
31.800,0.245,-0.067,-0.944
31.820,0.253,-0.063,-0.938
31.840,0.251,-0.055,-0.957
31.860,0.243,-0.067,-0.979
31.880,0.245,-0.068,-0.980
31.900,0.245,-0.056,-0.974
31.920,0.241,-0.037,-0.961
31.940,0.233,-0.049,-0.964
31.960,0.231,-0.076,-0.947
31.980,0.235,-0.071,-0.933
32.000,0.236,-0.067,-0.928
32.020,0.235,-0.068,-0.941
32.040,0.238,-0.068,-0.955
32.060,0.236,-0.078,-0.963
32.080,0.234,-0.091,-0.957
32.100,0.239,-0.067,-0.963
32.120,0.243,-0.069,-0.963
32.140,0.238,-0.084,-0.969
32.160,0.234,-0.076,-0.968
32.180,0.240,-0.056,-0.958
